bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,total_rooms,bath_bed_ratio,luxury_score,is_multi_story,log_area,log_price_per_sqft,log_area_story_interaction
4,3,2,1,0,1,0,0,2,0,1,7,0.75,1,1,-0.16488797186776147,0.5006435002375765,0.29285785776279555
3,1,2,1,0,0,0,0,2,0,1,4,0.3333333333333333,0,1,1.5699671823300358,-2.5267888045952582,1.327777869826999
3,2,2,1,0,0,0,0,2,0,1,5,0.6666666666666666,0,1,-0.6510853233775777,1.4151904349854556,-0.014610876873296895
3,1,1,1,0,1,0,0,2,1,0,4,0.3333333333333333,2,0,1.0302845013849036,-0.40660168117037404,-0.04693308775174673
2,1,1,1,0,0,1,0,0,0,1,3,0.5,1,0,-0.6985929524546727,0.25003330092676207,-1.313255303929328
2,1,1,1,0,0,0,1,2,0,1,3,0.5,1,0,-0.24104744282136803,-0.30975754645541986,-0.9669242870606075
3,1,4,1,0,0,0,1,2,0,1,4,0.3333333333333333,1,1,0.9761251840894329,0.6891383191376407,1.880548013026053
3,1,1,1,0,1,0,0,2,1,2,4,0.3333333333333333,2,0,1.7243202341258226,-1.104397025883418,0.4291044928899761
2,1,1,1,0,1,0,1,2,0,1,3,0.5,2,0,1.6124387894503744,-1.601153560551805,0.35361363546603364
3,1,2,0,0,1,0,0,0,0,1,4,0.3333333333333333,1,1,-2.060459438828736,1.2223239107047625,-0.9491993197171383
3,1,1,1,0,1,0,0,0,1,1,4,0.3333333333333333,2,0,0.6229411171728261,-0.25735529243963645,-0.3349373623320626
4,2,4,1,1,0,0,1,1,1,2,6,0.5,3,1,1.5699671823300358,-0.46148288964884193,2.1682698291127043
3,1,2,1,1,1,0,0,0,1,1,4,0.3333333333333333,3,1,0.3062519071199571,-0.294113036921884,0.5835133188113921
3,2,2,1,0,0,0,1,2,0,2,5,0.6666666666666666,1,1,1.5176121040727772,0.07494213886487942,1.2979638274785992
3,2,4,1,0,0,0,1,2,0,2,5,0.6666666666666666,1,1,1.4365193492262822,0.30311646923503877,2.1044412378822144
2,1,1,1,0,0,0,0,0,0,0,3,0.5,0,0,0.5531782276325689,-1.2594666330420639,-0.3849013248443061
2,1,1,1,0,1,1,0,1,0,2,3,0.5,2,0,2.4402438884258677,-1.5742902326728467,0.9008254998211295
4,2,2,1,0,1,0,0,0,0,1,6,0.5,1,1,-0.10800017961813031,0.21515412314008878,0.328333751134962
3,1,1,1,1,1,0,0,2,0,1,4,0.3333333333333333,2,0,-0.3665865387453845,0.33334220013797583,-1.0611452164564916
3,1,2,1,0,0,0,0,0,0,1,4,0.3333333333333333,0,1,-0.7530418801401408,0.8724097372796658,-0.08005824768595232
3,1,3,1,0,0,0,0,0,1,2,4,0.3333333333333333,1,1,-1.2987600221322324,0.9892133058321618,0.24669348175894612
4,2,4,1,0,0,0,0,1,0,1,6,0.5,0,1,0.6026535307706002,0.29165053081357184,1.6947233291087962
4,2,1,0,0,1,0,1,2,0,1,6,0.5,2,0,-0.11362488551081561,0.5841076634100364,-0.8719109182929021
3,1,1,1,1,1,0,0,0,1,2,4,0.3333333333333333,3,0,0.8344061276029997,-0.6052339608705077,-0.18462956062512556
3,1,3,1,0,0,0,0,0,0,1,4,0.3333333333333333,0,1,-0.7530418801401408,0.9011431207078786,0.56777329688898
3,2,2,1,1,1,0,1,1,0,2,5,0.6666666666666666,3,1,-0.08008523490129839,2.1537421487358546,0.34570357810463787
2,1,1,1,0,0,0,0,1,0,1,3,0.5,0,0,-0.7754842160862967,-0.602641550143106,-1.3722494918741972
3,1,1,1,0,0,0,0,0,1,1,4,0.3333333333333333,1,0,-1.7723385548833668,0.9351706175761298,-2.1577565922230733
2,1,1,1,1,0,0,0,0,0,0,3,0.5,1,0,-0.7604986399078688,-0.8383075964387466,-1.3607340275104394
3,3,1,1,0,1,0,1,2,1,1,6,1.0,3,0,1.1409906415158069,1.2679929390174405,0.03023841388008231
3,2,1,1,1,1,0,0,0,1,0,5,0.6666666666666666,3,0,0.9415645166132919,-0.2385415532533308,-0.10911797587295248
3,2,3,1,0,0,0,1,0,0,1,5,0.6666666666666666,1,1,0.6026535307706002,0.8376598254051272,1.327777869826999
2,1,1,1,0,1,0,0,1,0,1,3,0.5,1,0,0.6269760303091733,-0.9134483294830201,-0.3320532933882602
3,1,1,1,0,1,0,1,0,1,2,4,0.3333333333333333,3,0,-0.6869862334969506,0.5308997271555782,-1.3043699676486546
4,2,2,1,1,1,0,1,1,1,0,6,0.5,4,1,0.8344061276029997,1.116636195914266,0.9008254998211295
3,2,2,1,0,1,0,0,1,0,0,5,0.6666666666666666,1,1,-0.22916275491740012,1.8543941668888755,0.2526494644164651
3,1,1,1,1,1,0,0,0,0,1,4,0.3333333333333333,2,0,0.03351512453046046,0.22769309682736605,-0.7629733218940683
2,1,1,1,0,0,0,0,0,0,0,3,0.5,0,0,-0.38872826911375113,-0.32020065829890376,-1.0778262933789067
4,2,2,1,0,1,0,1,3,1,2,6,0.5,3,1,1.1409906415158069,1.6489352482234096,1.080896566653392
4,1,2,1,0,0,0,1,0,0,1,5,0.25,1,1,0.12650290227939276,-0.19775683589177454,0.47346851429372727
5,2,2,1,0,0,0,0,0,0,1,7,0.4,0,1,0.29689954762408166,-0.7396968465894407,0.5778133989359628
3,2,2,1,1,0,0,0,1,0,1,5,0.6666666666666666,1,1,0.6026535307706002,0.6638431260531137,0.7626972412514591
3,1,1,1,1,1,1,0,0,0,1,4,0.3333333333333333,3,0,1.199192818335363,-1.0464332334160649,0.07062159908929735
2,1,1,1,0,0,0,0,0,0,0,3,0.5,0,0,-0.9437719139177507,-0.7295811768020996,-1.5021633215677956
3,1,1,1,1,1,0,0,2,1,1,4,0.3333333333333333,3,0,0.8344061276029997,-0.0807498048735919,-0.18462956062512556
2,1,1,1,0,0,0,0,0,0,2,3,0.5,0,0,-0.38238013878141575,-0.1013343855176193,-1.0730418232193901
3,2,2,1,0,1,0,0,0,0,0,5,0.6666666666666666,1,1,-0.6582211356597439,0.5710319264400707,-0.01918049908049813
4,2,2,1,0,1,0,1,1,1,1,6,0.5,3,1,0.3886862634107345,1.440923849810348,0.6336319409597182
3,2,2,1,0,1,0,0,2,0,1,5,0.6666666666666666,1,1,-0.49276743599790396,0.6656739080120241,0.08634845032851957
3,1,1,1,0,0,0,0,2,0,2,4,0.3333333333333333,0,0,2.3891579336125357,-2.3421648306294593,0.8678144124627382
3,2,4,1,1,1,0,1,0,1,1,5,0.6666666666666666,4,1,0.6026535307706002,1.1880315808454254,1.6947233291087962
5,3,2,1,0,0,0,0,0,0,0,8,0.6,0,1,2.888980059351792,-1.1281250967410725,2.0498863724925753
3,1,2,1,1,1,0,0,1,1,2,4,0.3333333333333333,3,1,1.0436120208460888,-0.7474717705326693,1.0240296023065028
3,2,4,1,0,0,0,0,1,1,0,5,0.6666666666666666,1,1,1.121869100269971,0.14185478604837307,1.952042839671927
4,1,3,1,0,0,0,0,1,0,1,5,0.25,0,1,-0.9632394955956746,2.134408599105243,0.4451327032790737
4,2,4,1,0,0,0,1,2,0,2,6,0.5,1,1,1.5699671823300358,-0.19327431994450112,2.1682698291127043
4,2,2,0,1,1,0,0,1,0,2,6,0.5,2,1,-1.3356454984080413,2.250600070693866,-0.46050392127356793
2,1,2,1,0,0,0,0,0,0,0,3,0.5,0,1,0.07013813717650608,-1.6639183356054519,0.43874635974664866
3,1,1,1,0,1,0,1,0,1,2,4,0.3333333333333333,3,0,0.7674502422602982,-0.06827743993077202,-0.2320354334080472
3,1,3,1,0,0,0,0,0,1,2,4,0.3333333333333333,1,1,-2.0798002343721853,1.6222530220640463,-0.22802157215149843
2,1,1,1,1,1,0,0,2,0,2,3,0.5,2,0,0.9064365005944799,-0.19762492015833658,-0.1338231405691377
3,1,2,1,0,1,0,0,0,0,0,4,0.3333333333333333,1,1,-0.9878030117024219,-0.6066399752414301,-0.2320354334080472
4,1,2,1,0,0,0,0,0,0,1,5,0.25,0,1,0.34327030760885474,-0.12814187954410675,0.6060469748809956
4,2,2,1,1,0,0,0,2,0,1,6,0.5,1,1,1.767046372256911,-1.5242918264355874,1.4392166938531195
2,1,1,1,0,0,0,0,0,0,1,3,0.5,0,0,-0.11362488551081561,-0.4747575246595437,-0.8719109182929021
3,1,1,1,0,0,0,0,0,1,1,4,0.3333333333333333,1,0,-0.21734000145996402,0.38981461907191584,-0.9491993197171383
4,1,2,1,1,1,0,1,1,0,2,5,0.25,3,1,-0.003716678110936705,0.6676206300140999,0.3930945474489064
3,2,1,1,1,1,0,0,0,0,1,5,0.6666666666666666,2,0,1.3377462332915957,-1.179681824294959,0.1662330370374582
2,1,2,1,0,0,0,0,0,0,0,3,0.5,0,1,-0.3384304627020926,-0.4257666149053341,0.18398822635952275
4,1,2,0,0,0,0,0,1,0,1,5,0.25,0,1,-0.7754842160862967,-0.011681703302027464,-0.09450952239825323
2,2,1,1,1,1,0,0,0,0,1,4,1.0,2,0,-0.35090140908196976,0.45026184408499503,-1.0493398341109121
2,1,1,1,1,1,0,0,2,0,1,3,0.5,2,0,0.5406320481627609,-0.771004234772935,-0.39390670911743875
3,1,2,1,1,1,0,1,1,0,2,4,0.3333333333333333,3,1,0.041413518366853495,-0.8024916856207165,0.42101177627690056
3,1,2,1,0,0,0,1,0,0,0,4,0.3333333333333333,1,1,-0.4142984837902342,-0.9802760796033386,0.1360873830934655
4,2,2,1,1,1,0,0,1,1,1,6,0.5,3,1,0.856269961073905,-0.3154616856661242,0.9137673567651428
3,1,1,1,0,1,0,0,2,0,0,4,0.3333333333333333,1,0,-0.7981449324712384,0.10323669126701306,-1.389679280896307
3,2,1,1,0,0,0,0,2,0,0,5,0.6666666666666666,0,0,1.2035094467769447,-0.1655388519817645,0.07361148515927689
2,1,1,1,0,0,0,1,2,0,2,3,0.5,1,0,-0.11362488551081561,-0.0011726661006673314,-0.8719109182929021
2,1,1,1,0,1,0,1,1,0,2,3,0.5,2,0,0.6026535307706002,-0.541869132375033,-0.34944797547589374
4,1,2,1,0,1,0,1,0,0,2,5,0.25,2,1,-0.2529946812493116,0.7700039368414557,0.2377069720921727
2,1,2,1,0,0,0,1,0,1,0,3,0.5,2,1,0.4854173051641071,-0.1914656009590009,0.6921631016901568
3,1,2,1,0,0,0,0,0,0,2,4,0.3333333333333333,0,1,-0.44015756305204395,0.17149602915053547,0.11971816169167773
2,1,1,1,0,0,0,0,1,0,0,3,0.5,0,0,-0.38872826911375113,-0.40059618870330105,-1.0778262933789067
2,1,1,1,0,0,0,0,0,0,0,3,0.5,0,0,-0.4142984837902342,-0.939120908162676,-1.0971138336994983
2,1,1,1,1,1,0,0,0,0,1,3,0.5,2,0,0.04928414644426362,0.28758154682836784,-0.7513479297382611
3,2,2,1,0,1,0,1,1,0,1,5,0.6666666666666666,2,1,-0.4142984837902342,1.6988805382488115,0.1360873830934655
4,2,2,1,1,0,1,0,1,0,1,6,0.5,2,1,0.8398929588734352,-0.08718735795412522,0.9040747666764788
3,1,2,1,0,0,0,1,0,0,0,4,0.3333333333333333,1,1,0.3886862634107345,-0.6052339608705077,0.6336319409597182
3,1,4,1,0,0,0,0,0,0,2,4,0.3333333333333333,0,1,0.1516598840728518,0.4821355312156456,1.4653010841865945
3,2,4,1,1,0,0,1,0,0,2,5,0.6666666666666666,2,1,0.04928414644426362,1.0145349243426045,1.412455545202623
5,1,2,1,1,1,0,1,0,1,2,6,0.2,4,1,0.34327030760885474,0.2370430736610817,0.6060469748809956
2,1,2,1,0,0,1,0,1,0,1,3,0.5,1,1,-0.11362488551081561,-0.8976975428356715,0.32483077897493223
2,1,1,0,0,1,0,0,0,0,1,3,0.5,1,0,-0.7604986399078688,-0.1512733722353746,-1.3607340275104394
3,1,1,1,0,0,0,0,0,0,2,4,0.3333333333333333,0,0,1.36644627159696,-1.4905827087568946,0.18594599663898317
3,1,2,1,0,1,0,0,2,1,1,4,0.3333333333333333,2,1,-0.8364091369742315,0.832652853506601,-0.1338231405691377
3,1,1,1,0,0,0,0,0,0,0,4,0.3333333333333333,0,0,-1.1146157499361842,0.5148121688746982,-1.6351693113670724
2,1,1,1,0,1,0,0,0,0,2,3,0.5,1,0,-0.3938194954339005,0.350272714313686,-1.081664580730672
3,2,3,1,1,0,0,1,0,0,2,5,0.6666666666666666,2,1,0.7408401792327485,0.07835917858244498,1.4022391323966417
3,2,1,1,0,1,0,1,1,0,2,5,0.6666666666666666,2,0,-0.7905668480236172,0.595497043050085,-1.3838482910043766
3,1,2,1,0,1,1,0,1,0,2,4,0.3333333333333333,2,1,-0.38872826911375113,1.6835889862262317,0.15225247226211766
3,1,2,1,0,0,0,0,0,0,1,4,0.3333333333333333,0,1,0.059735443628735965,-0.5329421734268615,0.4323268138706359
3,1,2,1,0,0,0,0,0,0,2,4,0.3333333333333333,0,1,-1.6859482777076544,0.036943606619951906,-0.6945582053030643
3,1,1,1,0,1,0,1,2,1,1,4,0.3333333333333333,3,0,0.9829707515891658,-0.3192136348244308,-0.08005824768595232
3,1,1,1,0,0,0,0,0,0,1,4,0.3333333333333333,0,0,-0.20557857525571602,-0.04173780870011133,-0.9404138790190639
2,1,2,1,1,1,0,0,0,0,1,3,0.5,2,1,-0.56026995362667,0.22917873176583703,0.04340132566914535
3,1,1,1,0,0,0,0,0,0,0,4,0.3333333333333333,0,0,2.3967335883229,-3.085098645044755,0.8727160003921279
4,1,3,1,0,0,0,0,0,0,0,5,0.25,0,1,0.24953532061028658,-1.4653410329600274,1.1349782528466166
4,3,2,0,0,0,0,0,0,0,1,7,0.75,0,1,-1.5415326523946837,1.6097629968736284,-0.5975841524410084
3,1,2,0,0,0,0,0,1,0,0,4,0.3333333333333333,0,1,-0.6869862334969506,-0.42194690291034126,-0.0376177778874641
2,1,1,1,0,0,1,0,1,0,2,3,0.5,1,0,-0.9228626568018784,0.6676206300140999,-1.4859624070784145
3,1,2,1,0,1,0,0,0,1,2,4,0.3333333333333333,2,1,-2.0798002343721853,1.454622438424845,-0.9624736159522447
3,1,1,1,0,1,0,0,0,0,1,4,0.3333333333333333,1,0,0.5965301979527183,-0.8761473564038859,-0.3538307725089988
3,2,3,1,0,0,1,0,1,1,2,5,0.6666666666666666,2,1,1.1352722761970244,0.36069578803000474,1.6117247392348135
3,1,1,1,1,1,0,1,2,1,2,4,0.3333333333333333,4,0,0.7446617384454169,-0.14340135062176948,-0.2482093559174944
2,1,2,1,0,0,0,0,0,1,2,3,0.5,1,1,-0.7456089458194749,0.8923894694176709,-0.07527556157799044
3,2,2,1,0,0,1,0,2,0,1,5,0.6666666666666666,1,1,-0.6653790030627268,0.45231423788965786,-0.02376590165586222
3,2,4,1,1,0,0,1,1,0,2,5,0.6666666666666666,2,1,0.6026535307706002,0.6933387147326568,1.6947233291087962
3,1,3,1,0,0,0,1,2,0,0,4,0.3333333333333333,1,1,1.400935600388938,-0.7359816797490601,1.7502749202756027
3,1,1,1,0,0,1,0,2,0,1,4,0.3333333333333333,1,0,0.5195602697257854,-0.7480902997542774,-0.4090452075698922
3,1,2,1,0,1,0,1,0,0,0,4,0.3333333333333333,2,1,-1.2094199790741087,1.2142496252627055,-0.37714316824183447
2,1,1,1,1,1,0,0,0,0,1,3,0.5,2,0,-0.5809125836399986,0.6519838113252564,-1.2234078533168025
3,1,1,1,0,0,0,0,0,0,0,4,0.3333333333333333,0,0,-0.5128110709385497,-0.17985903288468735,-1.1716573012672666
3,1,2,1,1,1,0,1,0,1,0,4,0.3333333333333333,4,1,0.2186820074588276,0.4025600016689071,0.5300321316645654
3,1,1,1,0,0,0,0,2,1,0,4,0.3333333333333333,1,0,0.09079940964718694,-0.14421923723910818,-0.7207874296599704
4,1,2,1,0,0,0,0,0,0,1,5,0.25,0,1,-0.5520643750733851,-0.2541193319330411,0.04862983613596393
3,1,4,1,1,0,0,1,2,0,0,4,0.3333333333333333,2,1,0.6026535307706002,0.9975279680929191,1.6947233291087962
5,2,1,0,0,1,0,1,1,0,2,7,0.4,2,0,-1.636846646291006,1.3772774498555254,-2.048734111836471
3,1,2,1,0,0,0,1,0,0,1,4,0.3333333333333333,1,1,0.58135196593944,-0.3783110504346153,0.7499142917771949
3,1,3,1,0,0,0,0,0,1,2,4,0.3333333333333333,1,1,-2.0798002343721853,1.5892463843610627,-0.22802157215149843
2,1,1,1,0,0,0,0,1,0,1,3,0.5,0,0,1.925202507080486,-1.5353370350848983,0.5634447226195336
2,2,1,0,1,1,0,0,1,0,0,4,1.0,2,0,-0.42331598839822254,-0.5120357296180512,-1.1039217253636606
3,2,2,1,0,0,0,0,1,0,1,5,0.6666666666666666,0,1,0.3886862634107345,0.2018870786731154,0.6336319409597182
3,1,1,1,0,0,0,0,2,0,2,4,0.3333333333333333,0,0,1.36644627159696,-1.9091994448939351,0.18594599663898317
3,1,1,1,0,0,0,0,3,0,1,4,0.3333333333333333,0,0,0.34327030760885474,-0.6705877322314202,-0.5363653860328355
4,2,2,1,0,0,0,0,0,0,2,6,0.5,0,1,1.0831008969653864,-0.4348623369240225,1.0471270219781588
2,1,1,0,0,0,0,0,0,0,2,3,0.5,0,0,-1.449840726698816,0.39861747515225515,-1.899428247792582
3,1,1,1,0,1,0,0,1,1,2,4,0.3333333333333333,2,0,1.5699671823300358,-0.8383075964387466,0.32483077897493223
5,2,3,0,0,1,1,0,0,0,0,7,0.4,2,1,0.04928414644426362,0.6041914501189776,1.0240296023065028
3,1,2,1,0,0,0,0,1,0,2,4,0.3333333333333333,0,1,-0.4142984837902342,0.5512536186432182,0.1360873830934655
4,1,2,1,0,0,0,0,3,0,1,5,0.25,0,1,-0.6653790030627268,-0.37994187686018593,-0.02376590165586222
3,1,1,1,1,1,0,1,1,1,1,4,0.3333333333333333,4,0,0.7598807547059794,0.10416499137007593,-0.23740559169105477
3,1,2,0,0,1,0,0,0,0,0,4,0.3333333333333333,1,1,-2.8201618593692963,2.1773564312540996,-1.4797740025927124
2,1,1,0,0,0,0,0,1,0,0,3,0.5,0,0,-0.16488797186776147,0.009323725511516476,-0.9100603149168394
2,1,1,1,0,0,0,0,1,0,1,3,0.5,0,0,1.092859534064616,-1.8123081899981603,-0.003255223976149113
4,2,1,1,0,1,0,0,1,1,1,6,0.5,2,0,0.703805564181698,0.006351422365367192,-0.27725659072793346
3,1,1,1,0,0,0,0,1,1,1,4,0.3333333333333333,1,0,1.288036228335727,-1.0540511606653102,0.13201439529817563
2,1,1,1,0,1,0,0,1,0,1,3,0.5,1,0,-0.3384304627020926,0.6621182258739476,-1.0399603694772708
3,1,1,1,0,0,0,0,0,1,1,4,0.3333333333333333,1,0,-0.7456089458194749,0.9161637307440113,-1.3493008282132268
2,1,2,1,1,0,0,0,0,1,1,3,0.5,2,1,-2.039994821341943,1.9218495197679626,-0.9351669613248348
3,1,1,1,0,0,0,1,2,0,1,4,0.3333333333333333,1,0,1.3174197901834928,-1.7672901315137146,0.15225247226211766
2,1,1,1,0,0,0,0,1,1,0,3,0.5,1,0,-0.7515533918496194,0.13974168528768077,-1.353864303759517
2,1,1,1,0,0,0,0,0,0,0,3,0.5,0,0,-0.4142984837902342,-0.2868388864261778,-1.0971138336994983
3,1,2,1,0,1,0,0,0,0,1,4,0.3333333333333333,1,1,-0.7981449324712384,-0.11063701993680633,-0.10911797587295248
3,1,2,1,0,0,0,0,2,1,2,4,0.3333333333333333,1,1,-0.21734000145996402,-0.02858421357950655,0.26005545296828375
3,1,1,1,0,0,0,1,2,0,1,4,0.3333333333333333,1,0,2.8071361820952347,-2.3354727094617815,1.1349782528466166
3,1,2,1,0,0,0,1,0,0,2,4,0.3333333333333333,1,1,1.0276089600651377,-1.5122879588699674,1.014654966760389
3,1,2,1,0,1,0,1,1,0,2,4,0.3333333333333333,2,1,0.729719308592106,-0.6429818341953009,0.8386448266212968
3,1,2,0,0,0,0,0,0,0,1,4,0.3333333333333333,0,1,-1.1673095238906663,-0.3828344362264062,-0.34944797547589374
3,1,2,1,0,1,0,0,0,0,0,4,0.3333333333333333,1,1,0.9761251840894329,-0.8955590456863841,0.9844397055328814
3,1,3,1,0,0,0,0,2,1,1,4,0.3333333333333333,1,1,2.1238265604595354,-1.633707305137457,2.116925696006639
2,1,1,1,0,0,0,0,0,0,0,3,0.5,0,0,0.13155706970264863,-1.2701615701429552,-0.690849175603025
4,1,2,1,0,0,0,1,0,0,1,5,0.25,1,1,-0.7905668480236172,0.5824197281443076,-0.10423083760199406
2,1,1,0,0,0,0,0,0,0,0,3,0.5,0,0,-1.1673095238906663,-0.794414645144805,-1.6764202274922317
2,1,1,1,0,0,0,0,0,0,0,3,0.5,0,0,-0.6653790030627268,-0.5107656114707945,-1.2878427497427358
4,1,2,1,0,0,0,0,0,0,0,5,0.25,0,1,0.34327030760885474,-1.5439534641539456,0.6060469748809956
3,1,2,0,0,0,0,0,0,0,0,4,0.3333333333333333,0,1,0.10105882316718631,-0.7899663417783682,0.4578070083846074
